기업명,매출액,영업이익,영업이익(발표기준),세전계속사업이익,당기순이익,당기순이익(지배),당기순이익(비지배),자산총계,부채총계,자본총계,자본총계(지배),자본총계(비지배),자본금,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,CAPEX,FCF,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,자본유보율,EPS(원),PER(배),BPS(원),PBR(배),현금DPS(원),현금배당수익률,현금배당성향(%),발행주식수(보통주)
한양디지텍(2023/12),4788.0,191.0,191.0,158.0,126.0,126.0,,2510.0,1178.0,1332.0,1332.0,,76.0,30.0,-300.0,230.0,314.0,-284.0,328.0,3.99,2.64,9.91,5.22,88.44,1667.81,829.0,17.15,8912.0,1.6,,,0.0,15244382.0
한양디지텍(2024/12),5952.0,350.0,350.0,337.0,255.0,255.0,,2769.0,1175.0,1594.0,1594.0,,76.0,518.0,-181.0,-190.0,173.0,345.0,162.0,5.89,4.29,17.45,9.67,73.71,1997.15,1674.0,5.09,10756.0,0.79,,,,15244382.0
한양디지텍(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한양디지텍(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한양디지텍(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
칩스앤미디어(2020/12),154.0,24.0,24.0,21.0,19.0,19.0,,398.0,72.0,326.0,326.0,,50.0,47.0,40.0,-16.0,9.0,39.0,43.0,15.46,12.52,5.96,5.1,21.94,602.37,100.0,60.99,1692.0,3.61,25.0,0.41,24.99,19280630.0
칩스앤미디어(2021/12),200.0,52.0,52.0,59.0,63.0,63.0,,459.0,80.0,380.0,380.0,,50.0,99.0,-134.0,-15.0,1.0,98.0,33.0,26.02,31.37,17.76,14.63,20.98,708.03,325.0,36.45,1970.0,6.02,82.0,0.69,25.06,19280630.0
칩스앤미디어(2022/12),241.0,73.0,73.0,80.0,100.0,100.0,,631.0,211.0,420.0,420.0,,50.0,152.0,-169.0,28.0,5.0,147.0,28.0,30.31,41.35,24.93,18.28,50.28,874.71,513.0,13.74,2042.0,3.45,98.0,1.39,19.99,19280630.0
칩스앤미디어(2023/12),276.0,78.0,78.0,-285.0,-267.0,-267.0,,807.0,77.0,729.0,729.0,,106.0,55.0,-141.0,68.0,10.0,46.0,16.0,28.2,-96.82,-46.46,-37.14,10.57,592.55,-1282.0,,3503.0,9.09,0.0,0.0,0.0,20823124.0
칩스앤미디어(2024/12),271.0,53.0,53.0,89.0,100.0,100.0,,840.0,82.0,758.0,758.0,,106.0,68.0,269.0,-141.0,1.0,66.0,6.0,19.51,36.97,13.46,12.16,10.82,729.08,481.0,32.7,3778.0,4.16,100.0,0.64,20.04,20823124.0
칩스앤미디어(2025/12)(예측),309.0,79.0,,92.0,100.0,100.0,,848.0,68.0,781.0,781.0,,108.0,102.0,-36.0,0.0,6.0,77.0,,25.59,32.56,13.0,11.91,8.64,,475.0,33.09,3837.0,4.09,0.0,0.0,,
칩스앤미디어(2026/12)(예측),349.0,106.0,,120.0,134.0,133.0,,990.0,74.0,916.0,916.0,,108.0,142.0,-16.0,0.0,6.0,115.0,,30.5,38.43,15.64,14.58,8.08,,628.0,25.01,4498.0,3.49,0.0,0.0,,
칩스앤미디어(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
램테크놀러지(2020/12),428.0,26.0,26.0,20.0,25.0,25.0,,645.0,255.0,391.0,391.0,,67.0,58.0,-89.0,-51.0,87.0,-29.0,224.0,6.11,5.83,6.68,3.79,65.19,490.18,187.0,36.49,2935.0,2.33,0.0,0.0,0.0,11606968.0
램테크놀러지(2021/12),486.0,45.0,45.0,34.0,32.0,32.0,,698.0,266.0,432.0,432.0,,68.0,34.0,-27.0,-22.0,22.0,11.0,203.0,9.21,6.51,7.69,4.71,61.62,520.88,237.0,36.29,3166.0,2.72,0.0,0.0,0.0,13422834.0
램테크놀러지(2022/12),670.0,69.0,69.0,75.0,61.0,61.0,,827.0,311.0,516.0,516.0,,70.0,40.0,-104.0,56.0,62.0,-21.0,243.0,10.3,9.04,12.78,7.95,60.27,627.27,435.0,12.48,3672.0,1.48,0.0,0.0,0.0,13836057.0
램테크놀러지(2023/12),430.0,-30.0,-30.0,-46.0,-29.0,-29.0,,924.0,438.0,486.0,486.0,,71.0,-1.0,-101.0,143.0,121.0,-122.0,390.0,-6.87,-6.68,-5.73,-3.28,90.17,578.18,-203.0,,3421.0,1.6,0.0,0.0,0.0,14204056.0
램테크놀러지(2024/12),445.0,-17.0,-17.0,-32.0,-26.0,-26.0,,1044.0,564.0,480.0,480.0,,71.0,-24.0,-141.0,127.0,100.0,-124.0,525.0,-3.71,-5.75,-5.29,-2.6,117.55,545.24,-179.0,,3357.0,0.88,,,,14298752.0
램테크놀러지(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
램테크놀러지(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
램테크놀러지(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
큐에스아이(2020/12),230.0,4.0,4.0,-10.0,1.0,1.0,,745.0,199.0,546.0,546.0,,41.0,12.0,-151.0,134.0,80.0,-68.0,83.0,1.87,0.59,0.25,0.2,36.36,1223.89,16.0,1067.03,5960.0,2.79,50.0,0.3,353.79,8278230.0
큐에스아이(2021/12),294.0,27.0,27.0,26.0,16.0,16.0,,808.0,69.0,739.0,739.0,,46.0,82.0,-95.0,-3.0,28.0,55.0,13.0,9.21,5.3,2.43,2.01,9.4,1491.73,170.0,153.55,7980.0,3.26,100.0,0.38,60.03,9200665.0
큐에스아이(2022/12),227.0,18.0,18.0,86.0,70.0,70.0,,860.0,47.0,813.0,813.0,,46.0,53.0,-51.0,-8.0,20.0,33.0,5.0,8.13,30.88,9.03,8.4,5.81,1664.07,756.0,12.48,8776.0,1.07,100.0,1.06,13.0,9271621.0
큐에스아이(2023/12),187.0,-42.0,-42.0,22.0,27.0,27.0,,877.0,53.0,825.0,825.0,,46.0,55.0,-6.0,-21.0,18.0,36.0,4.0,-22.71,14.51,3.31,3.12,6.37,1700.11,292.0,33.92,9040.0,1.1,100.0,1.01,33.65,9271621.0
큐에스아이(2024/12),214.0,12.0,12.0,35.0,33.0,33.0,,885.0,46.0,839.0,839.0,,46.0,32.0,20.0,-29.0,27.0,5.0,4.0,5.54,15.23,3.91,3.69,5.48,1761.33,351.0,29.55,9493.0,1.09,100.0,0.96,26.72,9271621.0
큐에스아이(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
큐에스아이(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
큐에스아이(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼양엔씨켐(2020/12),582.0,17.0,17.0,6.0,6.0,6.0,,896.0,487.0,410.0,410.0,,13.0,-8.0,-150.0,195.0,133.0,-141.0,433.0,3.0,1.03,1.51,0.75,118.73,4123.14,96.0,,6586.0,0.0,0.0,,0.0,6176190.0
삼양엔씨켐(2021/12),717.0,-56.0,-56.0,-74.0,-54.0,-54.0,,979.0,482.0,496.0,496.0,,15.0,-51.0,-157.0,116.0,159.0,-209.0,400.0,-7.8,-7.6,-12.01,-5.8,97.19,4283.4,-853.0,,5727.0,0.0,0.0,,0.0,8657130.0
삼양엔씨켐(2022/12),954.0,28.0,28.0,14.0,15.0,15.0,,1262.0,617.0,645.0,645.0,,16.0,23.0,-48.0,69.0,52.0,-29.0,553.0,2.98,1.6,2.67,1.36,95.69,4866.95,162.0,,6651.0,0.0,0.0,,0.0,9697140.0
삼양엔씨켐(2023/12),986.0,74.0,74.0,50.0,47.0,47.0,,1314.0,566.0,747.0,747.0,,16.0,155.0,-22.0,-80.0,15.0,140.0,483.0,7.47,4.75,6.72,3.63,75.75,5504.04,483.0,,7708.0,0.0,0.0,,0.0,9697140.0
삼양엔씨켐(2024/12),1105.0,107.0,107.0,92.0,90.0,90.0,,1283.0,446.0,836.0,836.0,,48.0,144.0,-54.0,-152.0,58.0,86.0,333.0,9.73,8.11,11.32,6.91,53.36,1951.19,925.0,,8624.0,0.0,,,,9697140.0
삼양엔씨켐(2025/12)(예측),1307.0,148.0,,127.0,114.0,114.0,,,,,,,,,,,,,,11.36,8.72,,,,,1056.0,17.0,,,,,,
삼양엔씨켐(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼양엔씨켐(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
미래반도체(2020/12),2183.0,59.0,59.0,52.0,40.0,40.0,,323.0,80.0,244.0,244.0,,11.0,30.0,0.0,-14.0,0.0,30.0,43.0,2.7,1.85,18.35,13.0,32.78,2170.11,377.0,,2270.0,0.0,0.0,,0.0,10730000.0
미래반도체(2021/12),3280.0,196.0,196.0,189.0,148.0,148.0,,931.0,540.0,391.0,391.0,,11.0,-432.0,-17.0,415.0,2.0,-434.0,469.0,5.98,4.5,,,138.16,3543.46,1376.0,,3643.0,0.0,0.0,,0.0,10730000.0
미래반도체(2022/12),5502.0,221.0,221.0,197.0,150.0,150.0,,1145.0,601.0,544.0,544.0,,11.0,-35.0,-5.0,45.0,5.0,-40.0,519.0,4.02,2.73,32.13,14.46,110.61,4965.35,1399.0,,5065.0,0.0,,,0.0,10730000.0
미래반도체(2023/12),3805.0,94.0,94.0,64.0,51.0,51.0,,1493.0,691.0,802.0,802.0,,14.0,487.0,-10.0,154.0,7.0,480.0,465.0,2.47,1.33,7.53,3.84,86.22,5453.85,355.0,66.01,5554.0,4.22,,,0.0,14438000.0
미래반도체(2024/12),4876.0,102.0,102.0,76.0,60.0,60.0,,1333.0,474.0,859.0,859.0,,14.0,-306.0,-26.0,-112.0,18.0,-324.0,356.0,2.1,1.24,7.29,4.28,55.23,5848.14,419.0,25.87,5948.0,1.82,,,,14438000.0
미래반도체(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
미래반도체(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
미래반도체(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
윈팩(2020/12),1101.0,53.0,53.0,29.0,51.0,51.0,,1342.0,823.0,520.0,520.0,,191.0,165.0,-240.0,123.0,239.0,-75.0,663.0,4.85,4.68,10.4,4.09,158.29,190.16,107.0,13.68,1066.0,1.38,0.0,0.0,0.0,48741378.0
윈팩(2021/12),1014.0,-64.0,-64.0,-86.0,-83.0,-83.0,,1555.0,897.0,659.0,659.0,,248.0,90.0,-282.0,158.0,281.0,-192.0,610.0,-6.35,-8.15,-14.03,-5.71,136.15,179.64,-155.0,,1042.0,1.6,0.0,0.0,0.0,63219736.0
윈팩(2022/12),1526.0,19.0,19.0,-12.0,-16.0,-16.0,,1785.0,1024.0,762.0,762.0,,298.0,189.0,-427.0,196.0,429.0,-240.0,702.0,1.26,-1.03,-2.21,-0.94,134.45,167.66,-24.0,,1004.0,0.94,0.0,0.0,0.0,75843224.0
윈팩(2023/12),862.0,-229.0,-229.0,-278.0,-333.0,-333.0,,1495.0,1028.0,467.0,467.0,,298.0,-104.0,-47.0,186.0,92.0,-196.0,848.0,-26.52,-38.63,-54.2,-20.3,219.98,72.28,-439.0,,616.0,2.05,0.0,0.0,0.0,75843224.0
윈팩(2024/12),741.0,-233.0,-233.0,-303.0,-300.0,-300.0,,1431.0,770.0,662.0,662.0,,582.0,-101.0,-121.0,230.0,124.0,-225.0,659.0,-31.39,-40.46,-53.14,-20.5,116.31,20.95,-314.0,,568.0,1.08,,,,116450229.0
윈팩(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
윈팩(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
윈팩(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에이팩트(2020/12),496.0,65.0,65.0,70.0,67.0,67.0,,1304.0,632.0,672.0,672.0,,88.0,206.0,-121.0,-53.0,121.0,86.0,564.0,13.19,13.42,10.41,5.17,93.94,666.21,257.0,19.06,2597.0,1.89,0.0,0.0,0.0,25890674.0
에이팩트(2021/12),472.0,40.0,40.0,13.0,27.0,27.0,,1161.0,452.0,709.0,709.0,,92.0,139.0,8.0,-137.0,5.0,134.0,419.0,8.51,5.64,3.86,2.16,63.72,699.84,102.0,43.51,2644.0,1.68,0.0,0.0,0.0,27251322.0
에이팩트(2022/12),736.0,46.0,46.0,19.0,31.0,31.0,,2141.0,994.0,1148.0,1148.0,,212.0,69.0,-792.0,719.0,79.0,-10.0,764.0,6.23,4.2,3.33,1.87,86.58,480.88,103.0,24.02,2805.0,0.88,,,0.0,42362093.0
에이팩트(2023/12),937.0,-229.0,-229.0,-229.0,-167.0,-167.0,,2095.0,1114.0,981.0,981.0,,212.0,-6.0,-173.0,215.0,185.0,-191.0,983.0,-24.41,-17.77,-15.65,-7.86,113.61,402.08,-393.0,,2397.0,1.36,,,0.0,42362093.0
에이팩트(2024/12),867.0,-215.0,-215.0,-489.0,-507.0,-507.0,,1625.0,1073.0,552.0,552.0,,212.0,6.0,-106.0,24.0,122.0,-116.0,926.0,-24.83,-58.48,-66.16,-27.27,194.17,160.81,-1197.0,,1304.0,1.65,,,,42362093.0
에이팩트(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에이팩트(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에이팩트(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유니셈(2020/12),2151.0,322.0,322.0,291.0,205.0,210.0,-5.0,1972.0,500.0,1472.0,1472.0,,153.0,294.0,25.0,-38.0,31.0,263.0,181.0,14.98,9.55,15.25,11.26,33.97,817.62,686.0,12.49,5003.0,1.71,80.0,0.93,11.19,30664223.0
유니셈(2021/12),2961.0,437.0,437.0,468.0,382.0,382.0,,2329.0,499.0,1830.0,1830.0,,153.0,452.0,-148.0,-86.0,96.0,356.0,126.0,14.76,12.89,23.11,17.74,27.26,1050.38,1244.0,11.73,6222.0,2.35,120.0,0.82,9.25,30664223.0
유니셈(2022/12),2532.0,290.0,290.0,241.0,196.0,196.0,,2347.0,353.0,1994.0,1994.0,,153.0,169.0,-442.0,-140.0,44.0,125.0,80.0,11.47,7.74,10.24,8.38,17.7,1154.06,639.0,8.8,6780.0,0.83,100.0,1.78,15.02,30664223.0
유니셈(2023/12),2321.0,174.0,174.0,223.0,182.0,182.0,,2434.0,290.0,2144.0,2144.0,,153.0,-103.0,273.0,-58.0,247.0,-350.0,61.0,7.49,7.85,8.81,7.63,13.52,1250.41,595.0,14.16,7288.0,1.16,80.0,0.95,12.91,30664223.0
유니셈(2024/12),2182.0,100.0,100.0,181.0,155.0,155.0,0.0,2631.0,348.0,2283.0,2282.0,1.0,153.0,362.0,-440.0,-30.0,126.0,236.0,55.0,4.57,7.11,7.02,6.12,15.22,1334.09,507.0,11.63,7757.0,0.76,80.0,1.36,15.15,30664223.0
유니셈(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유니셈(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유니셈(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GST(2020/12),1669.0,182.0,182.0,168.0,155.0,158.0,-3.0,1418.0,281.0,1137.0,1106.0,31.0,47.0,196.0,-37.0,-53.0,18.0,177.0,53.0,10.88,9.28,15.06,11.12,24.7,2363.23,849.0,10.15,6100.0,1.41,75.0,0.87,8.38,18618260.0
GST(2021/12),3045.0,464.0,464.0,486.0,390.0,377.0,12.0,2062.0,549.0,1514.0,1459.0,54.0,47.0,256.0,-194.0,-1.0,116.0,139.0,72.0,15.24,12.8,29.42,22.39,36.26,3138.16,2027.0,9.31,8057.0,2.34,150.0,0.8,7.01,18618260.0
GST(2022/12),3128.0,569.0,569.0,594.0,476.0,468.0,8.0,2518.0,505.0,2013.0,1949.0,64.0,47.0,315.0,-284.0,-27.0,64.0,251.0,67.0,18.2,15.22,27.46,20.78,25.07,4125.21,2514.0,3.91,10651.0,0.92,150.0,1.53,5.77,18618260.0
GST(2023/12),2792.0,425.0,425.0,430.0,369.0,357.0,13.0,2798.0,467.0,2331.0,2255.0,76.0,47.0,474.0,-397.0,-13.0,205.0,270.0,94.0,15.24,13.23,16.97,13.9,20.03,4787.86,1916.0,7.2,12313.0,1.12,250.0,1.81,12.63,18618260.0
GST(2024/12),3462.0,591.0,591.0,637.0,459.0,454.0,5.0,3348.0,665.0,2683.0,2595.0,88.0,93.0,544.0,-401.0,-86.0,189.0,355.0,135.0,17.06,13.25,18.71,14.92,24.8,2774.96,2437.0,6.87,14527.0,1.15,300.0,1.79,11.81,18430000.0
GST(2025/12)(예측),3460.0,590.0,,,,450.0,,,,,,,,,,,,,,17.05,,,,,,2442.0,7.1,,,,,,
GST(2026/12)(예측),3810.0,700.0,,,,560.0,,,,,,,,,,,,,,18.37,,,,,,3039.0,5.7,,,,,,
GST(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원익IPS(2020/12),10909.0,1406.0,1406.0,1270.0,978.0,978.0,,10996.0,4366.0,6630.0,6630.0,,245.0,2251.0,-828.0,-164.0,583.0,1667.0,21.0,12.89,8.97,15.91,9.79,65.85,2670.13,1993.0,22.2,13737.0,3.22,200.0,0.45,9.87,49083901.0
원익IPS(2021/12),12323.0,1641.0,1641.0,1893.0,1451.0,1451.0,,11676.0,3665.0,8010.0,8010.0,,245.0,1373.0,-2238.0,-110.0,975.0,398.0,21.0,13.32,11.78,19.82,12.8,45.76,3231.24,2957.0,14.31,16597.0,2.55,300.0,0.71,9.98,49083901.0
원익IPS(2022/12),10115.0,976.0,976.0,1173.0,894.0,894.0,,11217.0,2519.0,8697.0,8697.0,,245.0,280.0,607.0,-279.0,700.0,-420.0,28.0,9.64,8.84,10.71,7.81,28.97,3555.81,1822.0,13.58,18174.0,1.36,200.0,0.81,10.71,49083901.0
원익IPS(2023/12),6903.0,-181.0,-181.0,-209.0,-135.0,-135.0,,10849.0,2182.0,8667.0,8667.0,,245.0,-123.0,-460.0,138.0,595.0,-718.0,91.0,-2.62,-1.96,-1.56,-1.22,25.17,3470.01,-275.0,,17813.0,1.91,0.0,0.0,0.0,49083901.0
원익IPS(2024/12),7482.0,106.0,106.0,174.0,207.0,207.0,,11241.0,2367.0,8875.0,8875.0,,245.0,783.0,55.0,-35.0,214.0,568.0,84.0,1.42,2.77,2.37,1.88,26.67,3552.81,423.0,52.87,18240.0,1.23,50.0,0.22,11.73,49083901.0
원익IPS(2025/12)(예측),8981.0,767.0,,814.0,644.0,643.0,,12104.0,2608.0,9496.0,9496.0,,248.0,1034.0,-392.0,11.0,322.0,657.0,,8.54,7.17,7.0,5.52,27.47,,1310.0,17.59,19517.0,1.18,158.0,0.69,12.08,
원익IPS(2026/12)(예측),9982.0,897.0,,946.0,757.0,756.0,,13015.0,2828.0,10188.0,10188.0,,248.0,781.0,-569.0,-65.0,332.0,325.0,,8.99,7.58,7.68,6.03,27.76,,1540.0,14.97,20939.0,1.1,200.0,0.87,12.98,
원익IPS(2027/12)(예측),9890.0,950.0,,,,,,,,,,,,,,,,,,9.61,,,,,,,,,,,,,
SFA반도체(2020/12),5731.0,343.0,343.0,209.0,176.0,163.0,13.0,5865.0,2317.0,3548.0,3327.0,221.0,825.0,833.0,172.0,-1059.0,252.0,581.0,1638.0,5.98,3.07,5.22,2.82,65.31,313.12,102.0,56.81,2029.0,2.84,,,0.0,164460303.0
SFA반도체(2021/12),6411.0,665.0,665.0,669.0,551.0,528.0,23.0,6494.0,2235.0,4259.0,3993.0,265.0,825.0,1016.0,-560.0,-354.0,242.0,773.0,1322.0,10.37,8.59,14.43,8.92,52.49,377.57,321.0,23.95,2436.0,3.16,,,0.0,164460303.0
SFA반도체(2022/12),6994.0,629.0,629.0,714.0,454.0,429.0,25.0,6749.0,1910.0,4839.0,4556.0,283.0,825.0,949.0,-1062.0,-159.0,538.0,411.0,1206.0,8.99,6.5,10.04,6.86,39.46,432.65,261.0,14.74,2779.0,1.38,,,0.0,164460303.0
SFA반도체(2023/12),4167.0,-133.0,-133.0,-119.0,-140.0,-129.0,-11.0,6099.0,1397.0,4702.0,4488.0,214.0,825.0,360.0,311.0,-310.0,268.0,92.0,962.0,-3.19,-3.37,-2.86,-2.19,29.72,419.37,-79.0,,2737.0,2.2,,,0.0,164460303.0
SFA반도체(2024/12),4005.0,0.0,0.0,27.0,205.0,213.0,-9.0,6235.0,1256.0,4979.0,4968.0,12.0,825.0,531.0,-169.0,-208.0,365.0,166.0,953.0,-0.01,5.11,4.51,3.32,25.22,451.02,130.0,23.78,3030.0,1.02,,,,164460303.0
SFA반도체(2025/12)(예측),4231.0,91.0,,110.0,110.0,100.0,,6160.0,1170.0,4990.0,4750.0,,820.0,530.0,-520.0,-20.0,500.0,30.0,,2.15,2.6,2.06,1.77,23.45,,61.0,46.95,2897.0,0.99,0.0,0.0,,
SFA반도체(2026/12)(예측),5030.0,330.0,,330.0,270.0,250.0,,6520.0,1260.0,5260.0,4990.0,,820.0,600.0,-570.0,0.0,500.0,100.0,,6.56,5.37,5.13,4.26,23.95,,152.0,18.78,3043.0,0.94,0.0,0.0,,
SFA반도체(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성우테크론(2020/12),379.0,43.0,43.0,45.0,39.0,38.0,0.0,801.0,261.0,541.0,536.0,5.0,47.0,94.0,12.0,-3.0,13.0,81.0,150.0,11.38,10.2,7.35,4.98,48.19,850.36,369.0,11.93,5363.0,0.82,36.0,0.83,9.48,10347365.0
성우테크론(2021/12),439.0,55.0,55.0,64.0,56.0,56.0,1.0,877.0,257.0,619.0,614.0,5.0,48.0,86.0,34.0,-24.0,22.0,64.0,130.0,12.47,12.83,9.67,6.71,41.54,940.87,537.0,9.55,6144.0,0.84,37.0,0.72,6.64,10347365.0
성우테크론(2022/12),444.0,48.0,48.0,51.0,48.0,48.0,0.0,926.0,226.0,700.0,689.0,11.0,49.0,48.0,-212.0,-14.0,48.0,-1.0,120.0,10.88,10.84,7.33,5.34,32.29,1011.37,461.0,8.15,6900.0,0.55,38.0,1.0,7.89,10347365.0
성우테크론(2023/12),338.0,-8.0,-8.0,-15.0,-11.0,-10.0,0.0,934.0,246.0,688.0,677.0,11.0,50.0,28.0,-47.0,-4.0,22.0,5.0,120.0,-2.39,-3.11,-1.53,-1.13,35.79,961.82,-101.0,,6779.0,0.59,0.0,0.0,0.0,10347365.0
성우테크론(2024/12),417.0,12.0,12.0,26.0,22.0,22.0,0.0,987.0,279.0,707.0,697.0,11.0,51.0,51.0,-7.0,19.0,8.0,43.0,140.0,2.84,5.4,3.26,2.34,39.48,985.84,216.0,11.65,6979.0,0.36,,,,10347365.0
성우테크론(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성우테크론(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성우테크론(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하이딥(2020/12),1.0,-43.0,-43.0,-48.0,-48.0,-48.0,,80.0,69.0,11.0,11.0,,21.0,-38.0,-8.0,37.0,0.0,-38.0,62.0,-3419.12,-3746.68,-137.93,-56.87,644.54,-49.85,-42.0,,10.0,,0.0,0.0,0.0,69175269.0
하이딥(2021/12),133.0,-43.0,-43.0,-50.0,-50.0,-50.0,,146.0,64.0,82.0,82.0,,22.0,-30.0,-8.0,46.0,0.0,-30.0,11.0,-32.43,-37.56,-107.94,-44.21,78.58,69.15,-42.0,,62.0,,0.0,0.0,0.0,127754007.0
하이딥(2022/12),181.0,-23.0,-23.0,-75.0,-70.0,-70.0,,381.0,199.0,182.0,182.0,,137.0,-38.0,96.0,130.0,0.0,-38.0,141.0,-12.52,-38.48,-52.91,-26.46,109.51,13.02,-52.0,,133.0,6.06,0.0,0.0,0.0,137457352.0
하이딥(2023/12),105.0,-86.0,-86.0,-91.0,-94.0,-94.0,,261.0,107.0,154.0,154.0,,144.0,-35.0,-110.0,-4.0,5.0,-40.0,95.0,-82.17,-89.45,-55.8,-29.2,69.39,-10.88,-67.0,,107.0,13.74,0.0,0.0,0.0,143523916.0
하이딥(2024/12),59.0,-91.0,-91.0,-94.0,-94.0,-94.0,,184.0,108.0,75.0,75.0,,144.0,-39.0,65.0,-19.0,5.0,-45.0,94.0,-154.85,-160.22,-82.33,-42.46,144.16,-68.37,-65.0,,52.0,12.47,,,,144447309.0
하이딥(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하이딥(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하이딥(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
넥스트칩(2020/12),104.0,-135.0,-135.0,-135.0,-135.0,-135.0,,309.0,252.0,57.0,57.0,,45.0,-120.0,-6.0,276.0,2.0,-122.0,74.0,-130.23,-129.98,-185.8,-63.22,439.46,26.49,-1378.0,,483.0,0.0,0.0,,0.0,8987216.0
넥스트칩(2021/12),245.0,-135.0,-135.0,-216.0,-216.0,-216.0,,385.0,58.0,327.0,327.0,,74.0,-210.0,-67.0,220.0,8.0,-217.0,14.0,-55.06,-88.31,-112.5,-62.26,17.86,341.39,-1690.0,,2223.0,0.0,0.0,,0.0,14707317.0
넥스트칩(2022/12),129.0,-274.0,-274.0,-274.0,-274.0,-274.0,,447.0,49.0,398.0,398.0,,88.0,-316.0,-94.0,325.0,6.0,-322.0,14.0,-212.91,-213.14,-75.66,-65.88,12.35,332.42,-1699.0,,2260.0,3.05,0.0,0.0,0.0,17617640.0
넥스트칩(2023/12),162.0,-225.0,-225.0,-281.0,-267.0,-267.0,,699.0,406.0,293.0,293.0,,90.0,-94.0,-152.0,319.0,7.0,-101.0,249.0,-139.39,-165.3,-77.22,-46.58,138.31,209.93,-1503.0,,1625.0,11.44,0.0,0.0,0.0,18050640.0
넥스트칩(2024/12),323.0,-184.0,-184.0,-207.0,-207.0,-207.0,,555.0,467.0,88.0,88.0,,90.0,-107.0,169.0,-13.0,17.0,-124.0,256.0,-57.17,-64.15,-108.47,-32.98,530.27,-4.18,-1145.0,,487.0,27.87,,,,18088940.0
넥스트칩(2025/12)(예측),510.0,-15.0,,-59.0,-56.0,-56.0,,551.0,510.0,41.0,41.0,,90.0,-288.0,54.0,69.0,0.0,-67.0,,-2.94,-10.98,-86.73,-10.12,1243.9,,-310.0,,227.0,29.03,0.0,0.0,,
넥스트칩(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
넥스트칩(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
메카로(2020/12),727.0,1.0,1.0,-31.0,-35.0,-16.0,-18.0,1555.0,173.0,1381.0,1379.0,2.0,51.0,126.0,-196.0,-45.0,188.0,-62.0,30.0,0.2,-4.78,-1.18,-2.2,12.55,2656.04,-162.0,,14188.0,0.99,0.0,0.0,0.0,10102240.0
메카로(2021/12),490.0,25.0,25.0,56.0,77.0,80.0,-2.0,1631.0,148.0,1483.0,1481.0,2.0,51.0,123.0,-198.0,-16.0,220.0,-97.0,11.0,5.1,15.75,5.58,4.85,10.0,2862.46,785.0,17.82,15088.0,0.93,160.0,1.14,19.69,10192640.0
