기업명,매출액,영업이익,영업이익(발표기준),세전계속사업이익,당기순이익,당기순이익(지배),당기순이익(비지배),자산총계,부채총계,자본총계,자본총계(지배),자본총계(비지배),자본금,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,CAPEX,FCF,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,자본유보율,EPS(원),PER(배),BPS(원),PBR(배),현금DPS(원),현금배당수익률,현금배당성향(%),발행주식수(보통주)
피에스케이(2020/12),2657.0,316.0,316.0,313.0,223.0,223.0,,2686.0,512.0,2174.0,2174.0,,74.0,224.0,-384.0,73.0,106.0,118.0,60.0,11.87,8.38,11.0,9.04,23.56,2856.39,754.0,26.9,7390.0,2.74,150.0,0.74,19.75,29530040.0
피에스케이(2021/12),4458.0,941.0,941.0,1004.0,767.0,767.0,,4133.0,1242.0,2891.0,2891.0,,74.0,1146.0,-919.0,40.0,87.0,1059.0,173.0,21.11,17.21,30.3,22.51,42.96,3838.21,2598.0,10.16,9838.0,2.68,300.0,1.14,11.43,29530040.0
피에스케이(2022/12),4609.0,918.0,918.0,1000.0,774.0,774.0,,4726.0,1193.0,3533.0,3533.0,,146.0,463.0,-362.0,-183.0,129.0,334.0,151.0,19.93,16.8,24.11,17.48,33.78,2303.19,2647.0,5.82,12197.0,1.26,400.0,2.6,14.96,28966714.0
피에스케이(2023/12),3519.0,541.0,541.0,659.0,525.0,525.0,,4944.0,1018.0,3926.0,3926.0,,146.0,503.0,-364.0,-41.0,260.0,243.0,233.0,15.38,14.93,14.08,10.86,25.94,2574.43,1813.0,11.61,13552.0,1.55,200.0,0.95,11.03,28966714.0
피에스케이(2024/12),3981.0,839.0,839.0,974.0,791.0,791.0,,5694.0,976.0,4717.0,4717.0,,146.0,672.0,-344.0,-92.0,272.0,400.0,230.0,21.08,19.88,18.31,14.88,20.7,3064.74,2732.0,6.04,16285.0,1.01,400.0,2.42,14.64,28966714.0
피에스케이(2025/12)(예측),4310.0,932.0,,1029.0,822.0,822.0,,6465.0,1089.0,5376.0,5364.0,,149.0,876.0,-235.0,-69.0,178.0,665.0,,21.63,19.08,16.31,13.53,20.26,,2838.0,6.33,18519.0,0.97,200.0,1.11,7.05,
피에스케이(2026/12)(예측),4701.0,1047.0,,1143.0,911.0,911.0,,7377.0,1134.0,6243.0,6194.0,,149.0,784.0,-345.0,-70.0,240.0,522.0,,22.27,19.38,15.76,13.16,18.17,,3145.0,5.71,21383.0,0.84,200.0,1.11,6.36,
피에스케이(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB하이텍(2020/12),9359.0,2393.0,2393.0,2097.0,1660.0,1660.0,,11786.0,3840.0,7946.0,7946.0,,2226.0,3100.0,-2653.0,-760.0,1577.0,1522.0,1779.0,25.57,17.74,23.07,14.64,48.33,293.62,3730.0,13.67,18294.0,2.79,350.0,0.69,9.16,44398588.0
DB하이텍(2021/12),12147.0,3991.0,3991.0,4204.0,3169.0,3169.0,,15499.0,4439.0,11060.0,11060.0,,2226.0,3931.0,-2528.0,-49.0,1336.0,2595.0,1718.0,32.86,26.09,33.35,23.23,40.13,431.38,7119.0,10.21,25449.0,2.86,450.0,0.62,6.17,44398588.0
DB하이텍(2022/12),16695.0,7619.0,7619.0,7426.0,5562.0,5562.0,,21422.0,5074.0,16348.0,16348.0,,2226.0,7309.0,-7088.0,-458.0,1818.0,5491.0,1410.0,45.64,33.32,40.59,30.13,31.04,669.7,12496.0,2.97,37615.0,0.99,1300.0,3.5,10.16,44398588.0
DB하이텍(2023/12),11542.0,2654.0,2654.0,3059.0,2641.0,2641.0,,20434.0,3033.0,17401.0,17401.0,,2226.0,2243.0,275.0,-1467.0,3293.0,-1051.0,1100.0,23.0,22.88,15.65,12.62,17.43,759.97,5934.0,9.87,41655.0,1.41,580.0,0.99,9.17,44398588.0
DB하이텍(2024/12),11312.0,1908.0,1908.0,2758.0,2294.0,2295.0,-1.0,23969.0,3962.0,20007.0,19500.0,507.0,2226.0,3826.0,-3310.0,-114.0,1267.0,2559.0,1661.0,16.87,20.28,12.44,10.33,19.8,857.2,5155.0,6.43,47181.0,0.7,1230.0,3.71,22.11,44398588.0
DB하이텍(2025/12)(예측),12960.0,2230.0,,2610.0,2140.0,2140.0,,25420.0,4020.0,21400.0,20890.0,,2230.0,3500.0,-1520.0,-570.0,1430.0,1980.0,,17.21,16.51,10.6,8.67,18.79,,4808.0,8.63,51256.0,0.81,1300.0,3.13,26.97,
DB하이텍(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB하이텍(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
테크엘(2020/12),230.0,-59.0,-59.0,-110.0,-127.0,-127.0,,466.0,90.0,376.0,376.0,,368.0,-148.0,-25.0,-173.0,14.0,-162.0,30.0,-25.5,-55.45,-33.09,-20.66,23.79,-11.21,-1962.0,,5108.0,1.85,0.0,0.0,0.0,7368647.0
테크엘(2021/12),422.0,10.0,10.0,8.0,8.0,8.0,,637.0,185.0,452.0,452.0,,418.0,-111.0,-18.0,171.0,18.0,-130.0,123.0,2.31,1.92,1.96,1.47,40.88,-5.78,105.0,89.85,5400.0,1.64,0.0,0.0,0.0,8368647.0
테크엘(2022/12),207.0,-38.0,-38.0,-60.0,-60.0,-60.0,,894.0,370.0,524.0,524.0,,55.0,97.0,4.0,287.0,4.0,93.0,192.0,-18.42,-29.18,-12.35,-7.88,70.72,741.31,-673.0,,4791.0,1.19,0.0,0.0,0.0,10940701.0
테크엘(2023/12),219.0,-45.0,-45.0,56.0,55.0,55.0,,1100.0,292.0,808.0,808.0,,83.0,48.0,-113.0,240.0,108.0,-60.0,165.0,-20.72,25.1,8.26,5.52,36.13,793.15,425.0,8.9,4850.0,0.78,0.0,0.0,0.0,16675029.0
테크엘(2024/12),253.0,-4.0,-4.0,-4.0,-5.0,-5.0,,1042.0,48.0,994.0,994.0,,112.0,33.0,-70.0,-82.0,69.0,-36.0,4.0,-1.48,-1.87,,,4.79,722.85,-21.0,,4448.0,0.41,,,,22351062.0
테크엘(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
테크엘(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
테크엘(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주성엔지니어링(2020/12),1185.0,-250.0,-250.0,-41.0,-82.0,-82.0,,5492.0,3218.0,2274.0,2274.0,,241.0,16.0,-846.0,876.0,539.0,-523.0,1176.0,-21.12,-6.93,-3.52,-1.65,141.51,746.35,-170.0,,4713.0,1.74,0.0,0.0,0.0,48249212.0
주성엔지니어링(2021/12),3773.0,1026.0,1026.0,1742.0,1455.0,1455.0,,7119.0,3423.0,3696.0,3696.0,,241.0,1107.0,69.0,-180.0,233.0,874.0,920.0,27.2,38.56,48.74,23.08,92.59,1342.46,3016.0,6.96,7661.0,2.74,155.0,0.74,5.14,48249212.0
주성엔지니어링(2022/12),4379.0,1239.0,1239.0,1351.0,1062.0,1062.0,,8331.0,3485.0,4846.0,4846.0,,241.0,1010.0,-484.0,-484.0,367.0,643.0,515.0,28.29,24.24,24.86,13.74,71.9,1742.21,2200.0,4.82,10119.0,1.05,193.0,1.82,8.71,48249212.0
주성엔지니어링(2023/12),2847.0,289.0,289.0,447.0,340.0,340.0,,8053.0,2905.0,5147.0,5147.0,,241.0,9.0,-12.0,-102.0,144.0,-135.0,509.0,10.16,11.94,6.8,4.15,56.44,1841.28,705.0,48.53,10890.0,3.14,50.0,0.15,6.95,48249212.0
주성엔지니어링(2024/12),4094.0,972.0,972.0,1275.0,1068.0,1068.0,,9868.0,4202.0,5666.0,5666.0,,241.0,2247.0,-403.0,-507.0,310.0,1937.0,503.0,23.74,26.09,19.76,11.92,74.17,2200.09,2235.0,13.18,12400.0,2.38,287.0,0.97,12.28,47268321.0
주성엔지니어링(2025/12)(예측),4327.0,1224.0,,1366.0,1078.0,1078.0,,9807.0,3080.0,6726.0,6983.0,,240.0,901.0,-310.0,-57.0,166.0,489.0,,28.29,24.92,17.04,10.96,45.8,,2281.0,15.87,15283.0,2.37,255.0,0.71,11.2,
주성엔지니어링(2026/12)(예측),5349.0,1603.0,,1718.0,1337.0,1338.0,,11202.0,3225.0,7978.0,8204.0,,240.0,1467.0,-337.0,-138.0,169.0,830.0,,29.96,25.0,17.62,12.73,40.42,,2830.0,12.79,17954.0,2.02,287.0,0.79,10.15,
주성엔지니어링(2027/12)(예측),5771.0,1752.0,,2056.0,1846.0,1844.0,,13434.0,4266.0,9168.0,9250.0,,241.0,2130.0,-150.0,-227.0,108.0,1000.0,,30.36,31.99,21.13,14.99,46.53,,3901.0,9.28,20243.0,1.79,308.0,0.85,7.91,
피에스케이홀딩스(2020/12),398.0,-25.0,-25.0,574.0,592.0,592.0,,2392.0,417.0,1975.0,1975.0,,108.0,98.0,131.0,99.0,50.0,48.0,153.0,-6.19,148.84,38.01,32.45,21.13,2029.63,2942.0,2.82,10092.0,0.82,200.0,2.41,6.61,21562395.0
피에스케이홀딩스(2021/12),816.0,226.0,226.0,577.0,466.0,466.0,,3058.0,543.0,2515.0,2515.0,,108.0,285.0,-171.0,53.0,57.0,228.0,164.0,27.72,57.11,20.76,17.11,21.59,2415.28,2162.0,8.28,12142.0,1.47,400.0,2.23,17.78,21562395.0
피에스케이홀딩스(2022/12),728.0,169.0,169.0,339.0,408.0,408.0,,3284.0,463.0,2822.0,2822.0,,108.0,191.0,-174.0,-101.0,109.0,82.0,181.0,23.22,55.99,15.27,12.85,16.39,2696.77,1890.0,3.62,13849.0,0.49,500.0,7.3,24.99,21562395.0
피에스케이홀딩스(2023/12),947.0,270.0,270.0,489.0,427.0,427.0,,4014.0,601.0,3413.0,3413.0,,108.0,325.0,-150.0,235.0,178.0,146.0,198.0,28.48,45.08,13.7,11.7,17.62,3139.55,1980.0,13.61,15829.0,1.7,600.0,2.23,30.3,21562395.0
피에스케이홀딩스(2024/12),2155.0,885.0,885.0,1169.0,958.0,958.0,,5136.0,821.0,4315.0,4315.0,,108.0,666.0,-240.0,-170.0,175.0,491.0,164.0,41.06,44.46,24.8,20.94,19.03,3875.84,4444.0,8.56,20010.0,1.9,700.0,1.84,15.75,21562395.0
피에스케이홀딩스(2025/12)(예측),2307.0,912.0,,1203.0,995.0,995.0,,5650.0,696.0,4921.0,4921.0,,108.0,1093.0,-266.0,-368.0,37.0,842.0,,39.52,43.14,21.55,18.45,14.13,,4615.0,7.8,22821.0,1.58,800.0,2.22,17.34,
피에스케이홀딩스(2026/12)(예측),2464.0,964.0,,1295.0,1051.0,1051.0,,6458.0,611.0,5784.0,5784.0,,108.0,1053.0,-247.0,-335.0,40.0,756.0,,39.12,42.67,19.64,17.37,10.56,,4876.0,7.38,26823.0,1.34,867.0,2.41,17.77,
피에스케이홀딩스(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하나마이크론(2020/12),5395.0,510.0,510.0,113.0,36.0,-167.0,203.0,7648.0,5181.0,2467.0,1379.0,1088.0,153.0,828.0,-1256.0,853.0,1087.0,-259.0,4298.0,9.46,0.67,-11.81,0.49,209.97,752.88,-379.0,,3081.0,2.52,0.0,0.0,0.0,45302677.0
하나마이크론(2021/12),6695.0,1049.0,1049.0,913.0,672.0,257.0,415.0,10510.0,6026.0,4484.0,2749.0,1735.0,240.0,1492.0,-1843.0,1059.0,1786.0,-294.0,4144.0,15.67,10.03,12.43,7.4,134.39,1184.13,541.0,32.05,4859.0,3.57,0.0,0.0,0.0,56565687.0
하나마이크론(2022/12),8944.0,1035.0,1035.0,907.0,582.0,28.0,554.0,14090.0,9208.0,4882.0,2641.0,2241.0,240.0,1300.0,-3989.0,2453.0,3264.0,-1965.0,6838.0,11.58,6.51,1.05,4.73,188.61,1116.67,50.0,158.73,4669.0,1.7,42.0,0.53,84.66,56565687.0
하나마이크론(2023/12),9680.0,579.0,579.0,140.0,10.0,-135.0,145.0,17251.0,11807.0,5444.0,3091.0,2353.0,240.0,831.0,-4081.0,3307.0,3076.0,-2244.0,9823.0,5.98,0.1,-4.72,0.06,216.89,1065.01,-239.0,,5457.0,4.57,42.0,0.17,-17.75,56634149.0
하나마이크론(2024/12),12507.0,1068.0,1068.0,-20.0,-112.0,-238.0,126.0,19446.0,13388.0,6058.0,3716.0,2342.0,331.0,410.0,-1461.0,1467.0,1448.0,-1038.0,11491.0,8.54,-0.89,-6.99,-0.61,220.99,1081.8,-382.0,,5607.0,1.65,70.0,0.76,-19.49,66271949.0
하나마이크론(2025/12)(예측),15397.0,1481.0,,792.0,598.0,376.0,,19474.0,12780.0,6693.0,4007.0,,300.0,2212.0,-1322.0,-969.0,1527.0,857.0,,9.62,3.88,9.73,3.07,190.94,,567.0,19.93,6046.0,1.87,45.0,0.4,7.88,
하나마이크론(2026/12)(예측),18730.0,2202.0,,1630.0,1355.0,1028.0,,19911.0,11744.0,8167.0,5150.0,,300.0,3127.0,-1487.0,-1570.0,1363.0,1918.0,,11.76,7.23,22.45,6.88,143.79,,1551.0,7.29,7771.0,1.45,45.0,0.4,2.88,
하나마이크론(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
솔브레인(2020/12),4701.0,1040.0,1040.0,861.0,649.0,633.0,16.0,7177.0,2093.0,5085.0,4952.0,132.0,39.0,1384.0,-164.0,-164.0,168.0,1216.0,970.0,22.12,13.8,,,41.16,12225.45,16179.0,16.83,63766.0,4.27,1950.0,0.72,23.94,7778566.0
솔브레인(2021/12),10239.0,1888.0,1888.0,2032.0,1522.0,1485.0,37.0,8299.0,1778.0,6522.0,6352.0,169.0,39.0,1319.0,-531.0,-1004.0,622.0,697.0,243.0,18.44,14.87,26.28,19.67,27.26,15654.7,19093.0,14.59,81797.0,3.4,1950.0,0.7,10.2,7778566.0
솔브레인(2022/12),10909.0,2071.0,2071.0,2154.0,1677.0,1628.0,49.0,9349.0,1357.0,7992.0,7787.0,205.0,39.0,1908.0,-1460.0,-441.0,940.0,968.0,20.0,18.98,15.37,23.03,19.0,16.98,19451.02,20928.0,10.41,100439.0,2.17,2000.0,0.92,9.53,7778566.0
솔브레인(2023/12),8440.0,1335.0,1335.0,1613.0,1310.0,1304.0,6.0,9954.0,766.0,9188.0,8914.0,274.0,39.0,2210.0,-2150.0,-135.0,1294.0,917.0,17.0,15.82,15.52,15.61,13.57,8.34,22404.1,16759.0,18.14,115118.0,2.64,2000.0,0.66,11.88,7778566.0
솔브레인(2024/12),8634.0,1679.0,1679.0,1671.0,1196.0,1184.0,12.0,11682.0,1309.0,10373.0,10084.0,290.0,39.0,2623.0,-1757.0,-172.0,955.0,1668.0,23.0,19.45,13.85,12.47,11.06,12.62,25051.15,15226.0,10.86,130226.0,1.27,2300.0,1.39,15.04,7778566.0
솔브레인(2025/12)(예측),8590.0,1675.0,,1842.0,1437.0,1428.0,,12878.0,989.0,11889.0,11599.0,,40.0,2121.0,-1052.0,-166.0,841.0,1235.0,,19.5,16.73,13.18,11.7,8.32,,18362.0,9.49,149801.0,1.16,2300.0,1.32,12.53,
솔브레인(2026/12)(예측),9177.0,1927.0,,2081.0,1618.0,1609.0,,14420.0,1053.0,13366.0,13071.0,,40.0,2250.0,-1227.0,-142.0,932.0,1275.0,,21.0,17.63,13.04,11.85,7.88,,20685.0,8.43,168812.0,1.03,2350.0,1.35,11.36,
솔브레인(2027/12)(예측),9270.0,1900.0,,,,,,,,,,,,,,,,,,20.5,,,,,,,,,,,,,
에스앤에스텍(2020/12),874.0,110.0,110.0,110.0,110.0,110.0,,1860.0,215.0,1645.0,1645.0,,107.0,68.0,-442.0,498.0,181.0,-113.0,80.0,12.63,12.58,,,13.09,1454.6,539.0,80.67,7896.0,5.51,80.0,0.18,15.15,21451447.0
에스앤에스텍(2021/12),988.0,126.0,126.0,119.0,115.0,115.0,,1974.0,230.0,1744.0,1744.0,,107.0,126.0,138.0,-51.0,141.0,-15.0,43.0,12.76,11.63,6.79,6.0,13.19,1545.53,536.0,68.65,8374.0,4.39,100.0,0.27,18.11,21451447.0
에스앤에스텍(2022/12),1235.0,160.0,160.0,165.0,175.0,175.0,,2268.0,364.0,1904.0,1904.0,,107.0,249.0,-334.0,32.0,319.0,-70.0,102.0,12.96,14.14,9.57,8.23,19.1,1691.98,814.0,32.37,9140.0,2.88,150.0,0.57,17.89,21451447.0
에스앤에스텍(2023/12),1503.0,250.0,250.0,277.0,259.0,259.0,,2568.0,360.0,2208.0,2208.0,,107.0,256.0,-208.0,79.0,211.0,44.0,120.0,16.66,17.2,12.58,10.7,16.29,1966.23,1205.0,37.58,10499.0,4.31,150.0,0.33,12.2,21451447.0
에스앤에스텍(2024/12),1760.0,295.0,295.0,345.0,303.0,305.0,-2.0,2970.0,502.0,2468.0,2455.0,14.0,107.0,360.0,-192.0,-11.0,198.0,163.0,169.0,16.75,17.22,13.07,10.95,20.33,2241.69,1421.0,18.02,11785.0,2.17,150.0,0.59,10.25,21451447.0
에스앤에스텍(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스앤에스텍(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스앤에스텍(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK하이닉스(2020/12),319004.0,50126.0,50126.0,62370.0,47589.0,47551.0,38.0,711739.0,192648.0,519091.0,518885.0,206.0,36577.0,123146.0,-118404.0,2521.0,100687.0,22459.0,128954.0,15.71,14.92,9.53,6.98,37.11,1398.15,6532.0,18.14,75860.0,1.56,1170.0,0.99,16.83,728002365.0
SK하이닉스(2021/12),429978.0,124103.0,124103.0,134160.0,96162.0,96023.0,139.0,963465.0,341555.0,621911.0,621571.0,340.0,36577.0,197976.0,-223923.0,44923.0,124866.0,73110.0,191496.0,28.86,22.36,16.84,11.48,54.92,1643.64,13190.0,9.93,90394.0,1.45,1540.0,1.18,11.03,728002365.0
SK하이닉스(2022/12),446216.0,68094.0,68094.0,40028.0,22417.0,22296.0,121.0,1038715.0,405810.0,632905.0,632664.0,242.0,36577.0,147805.0,-178837.0,28218.0,190103.0,-42297.0,247917.0,15.26,5.02,3.55,2.24,64.12,1668.32,3063.0,24.49,92004.0,0.82,1200.0,1.6,37.01,728002365.0
SK하이닉스(2023/12),327657.0,-77303.0,-77303.0,-116578.0,-91375.0,-91124.0,-251.0,1003302.0,468264.0,535038.0,535043.0,-5.0,36577.0,42782.0,-73347.0,56968.0,83251.0,-40469.0,324985.0,-23.59,-27.89,-15.61,-8.95,87.52,1397.12,-12517.0,,77752.0,1.82,1200.0,0.85,-9.06,728002365.0
SK하이닉스(2024/12),661930.0,234673.0,234673.0,238854.0,197969.0,197887.0,82.0,1198552.0,459395.0,739157.0,739034.0,123.0,36577.0,297959.0,-180046.0,-87039.0,159455.0,138504.0,254521.0,35.45,29.91,31.06,17.98,62.15,1911.2,27182.0,6.4,107256.0,1.62,2204.0,1.27,7.68,728002365.0
SK하이닉스(2025/12)(예측),847786.0,342003.0,,337274.0,266474.0,266242.0,,1435658.0,449938.0,985720.0,986618.0,,36579.0,371225.0,-211535.0,-42942.0,199893.0,182459.0,,40.34,31.43,30.86,20.23,45.65,,36572.0,4.98,142917.0,1.27,1574.0,0.86,4.3,
SK하이닉스(2026/12)(예측),965544.0,389996.0,,385588.0,297183.0,301299.0,,1723565.0,444992.0,1278573.0,1277405.0,,36579.0,429320.0,-231204.0,-29345.0,217479.0,231836.0,,40.39,30.78,26.62,18.81,34.8,,41387.0,4.4,185039.0,0.98,1751.0,0.96,4.23,
SK하이닉스(2027/12)(예측),1043834.0,412560.0,,419546.0,326249.0,325902.0,,2008846.0,358794.0,1650051.0,1634508.0,,36579.0,465508.0,-231694.0,-35464.0,207260.0,254708.0,,39.52,31.25,22.38,17.48,21.74,,44767.0,4.07,236767.0,0.77,2318.0,1.27,5.18,
아이엠티(2020/12),58.0,6.0,6.0,-3.0,-3.0,-3.0,,143.0,75.0,68.0,68.0,,30.0,5.0,8.0,23.0,4.0,1.0,55.0,9.61,-5.62,,,111.17,127.13,-54.0,,1136.0,0.0,0.0,,0.0,4760000.0
아이엠티(2021/12),66.0,1.0,1.0,-5.0,-5.0,-5.0,,148.0,84.0,64.0,64.0,,30.0,5.0,-20.0,-2.0,9.0,-4.0,52.0,1.53,-7.08,-7.16,-3.23,132.16,114.15,-79.0,,1071.0,0.0,0.0,,0.0,4760000.0
아이엠티(2022/12),108.0,3.0,3.0,-10.0,-4.0,-4.0,,150.0,74.0,76.0,76.0,,31.0,16.0,-5.0,-8.0,3.0,13.0,46.0,2.36,-3.99,,,97.99,143.86,-72.0,,1213.0,0.0,0.0,,0.0,6247211.0
아이엠티(2023/12),65.0,-22.0,-22.0,-19.0,-23.0,-23.0,,303.0,37.0,266.0,266.0,,39.0,1.0,-104.0,171.0,4.0,-3.0,2.0,-34.6,-35.98,-13.64,-10.28,14.01,575.27,-347.0,,3372.0,5.26,,,0.0,7874611.0
아이엠티(2024/12),136.0,-22.0,-22.0,-44.0,-36.0,-36.0,0.0,547.0,260.0,286.0,288.0,-2.0,39.0,-17.0,-46.0,215.0,36.0,-53.0,185.0,-15.93,-26.72,-13.06,-8.53,90.88,628.83,-459.0,,3660.0,2.12,,,,7874611.0
아이엠티(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아이엠티(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아이엠티(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
브이엠(2020/12),930.0,296.0,296.0,293.0,234.0,234.0,,1184.0,288.0,897.0,897.0,,24.0,130.0,-39.0,91.0,15.0,115.0,4.0,31.84,25.12,31.34,25.41,32.09,4096.65,1003.0,19.84,4113.0,4.84,500.0,2.51,46.63,23564595.0
브이엠(2021/12),1781.0,540.0,540.0,589.0,465.0,465.0,,1456.0,315.0,1141.0,1141.0,,24.0,541.0,-45.0,-248.0,24.0,516.0,19.0,30.34,26.09,45.6,35.19,27.63,5448.49,1968.0,11.26,5297.0,4.18,1200.0,5.42,55.64,23700595.0
브이엠(2022/12),1414.0,309.0,309.0,351.0,279.0,279.0,,1566.0,387.0,1179.0,1179.0,,24.0,-82.0,-265.0,-66.0,9.0,-92.0,232.0,21.88,19.72,24.03,18.45,32.84,5791.33,1160.0,9.13,5153.0,2.06,0.0,0.0,0.0,23980595.0
브이엠(2023/12),260.0,-110.0,-110.0,-73.0,-70.0,-70.0,,1509.0,288.0,1222.0,1222.0,,24.0,-156.0,268.0,81.0,17.0,-173.0,166.0,-42.15,-26.82,-5.81,-4.54,23.53,5596.91,-273.0,,5218.0,2.7,0.0,0.0,0.0,23980595.0
브이엠(2024/12),703.0,-86.0,-86.0,-46.0,-35.0,-35.0,,1657.0,414.0,1243.0,1243.0,,24.0,222.0,-58.0,-1.0,61.0,161.0,179.0,-12.24,-4.91,-2.8,-2.18,33.31,5474.22,-135.0,,5270.0,1.3,,,,24075595.0
브이엠(2025/12)(예측),1014.0,148.0,,216.0,168.0,168.0,,1542.0,179.0,1363.0,1363.0,,24.0,-430.0,-8.0,-6.0,0.0,,,14.6,16.58,12.89,10.5,13.13,,655.0,16.02,5779.0,1.82,0.0,0.0,,
브이엠(2026/12)(예측),1474.0,302.0,,467.0,364.0,364.0,,2036.0,305.0,1731.0,1731.0,,24.0,50.0,-8.0,-6.0,0.0,,,20.52,24.69,23.53,20.35,17.62,,1420.0,7.39,7339.0,1.43,0.0,0.0,,
브이엠(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
엠디바이스(2020/12),126.0,18.0,18.0,15.0,13.0,13.0,,339.0,210.0,128.0,128.0,,17.0,31.0,-57.0,34.0,63.0,-32.0,186.0,14.66,10.27,10.6,4.07,163.87,510.63,189.0,,1882.0,0.0,0.0,,0.0,6820000.0
엠디바이스(2021/12),236.0,19.0,19.0,6.0,2.0,2.0,,534.0,359.0,175.0,175.0,,17.0,-151.0,-13.0,157.0,11.0,-161.0,322.0,8.03,1.01,1.57,0.55,205.35,654.59,35.0,,2563.0,0.0,0.0,,0.0,6820000.0
엠디바이스(2022/12),163.0,-24.0,-24.0,-43.0,-31.0,-31.0,,489.0,346.0,144.0,144.0,,17.0,36.0,-4.0,-32.0,5.0,31.0,298.0,-14.78,-19.11,-19.52,-6.08,240.58,472.25,-456.0,,2107.0,0.0,0.0,,0.0,6820000.0
엠디바이스(2023/12),99.0,-47.0,-47.0,-74.0,-73.0,-73.0,,304.0,258.0,46.0,46.0,,17.0,-20.0,144.0,-128.0,32.0,-52.0,185.0,-48.11,-74.52,-77.24,-18.5,556.04,162.74,-1076.0,,680.0,0.0,0.0,,0.0,6820000.0
엠디바이스(2024/12),483.0,50.0,50.0,50.0,32.0,32.0,,352.0,89.0,263.0,263.0,,46.0,-31.0,1.0,30.0,0.0,-31.0,79.0,10.3,6.6,20.63,9.72,33.98,460.0,383.0,,2836.0,0.0,,,,9269984.0
엠디바이스(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
엠디바이스(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
엠디바이스(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아이언디바이스(2020/12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4300000.0
아이언디바이스(2021/12),44.0,5.0,5.0,5.0,5.0,5.0,,94.0,46.0,48.0,48.0,,4.0,2.0,-10.0,50.0,1.0,0.0,13.0,10.6,11.38,,,96.44,1181.0,91.0,,640.0,0.0,0.0,,0.0,4300000.0
아이언디바이스(2022/12),54.0,-14.0,-14.0,-9.0,-9.0,-9.0,,72.0,33.0,39.0,39.0,,38.0,-40.0,4.0,8.0,1.0,-40.0,21.0,-25.3,-16.66,-20.9,-10.9,85.9,3.39,-121.0,,517.0,0.0,0.0,,0.0,4300000.0
아이언디바이스(2023/12),62.0,-35.0,-35.0,-44.0,-39.0,-39.0,,184.0,41.0,144.0,144.0,,53.0,-7.0,-85.0,119.0,1.0,-9.0,18.0,-56.41,-62.99,,,28.23,166.91,-417.0,,1360.0,0.0,0.0,,0.0,10563263.0
아이언디바이스(2024/12),84.0,-49.0,-49.0,-37.0,-42.0,-42.0,,368.0,56.0,312.0,312.0,,70.0,-26.0,-162.0,213.0,1.0,-27.0,32.0,-58.24,-50.42,-18.54,-15.3,17.93,342.04,-366.0,,2232.0,1.67,,,,13963263.0
아이언디바이스(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아이언디바이스(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아이언디바이스(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
케이씨텍(2020/12),3199.0,561.0,561.0,536.0,426.0,426.0,,4073.0,595.0,3478.0,3478.0,,104.0,722.0,-1111.0,159.0,118.0,603.0,12.0,17.55,13.31,13.39,11.44,17.1,3235.45,2133.0,14.42,16676.0,1.84,220.0,0.72,10.77,20861556.0
케이씨텍(2021/12),3445.0,521.0,521.0,537.0,419.0,419.0,,4530.0,679.0,3852.0,3852.0,,104.0,411.0,-133.0,-56.0,234.0,177.0,22.0,15.12,12.17,11.45,9.75,17.62,3593.61,2011.0,11.96,18467.0,1.3,220.0,0.91,10.94,20861556.0
